0033984027602,0,13.6800
5021554984061,0,2.2500
5022339523017,0,9.9500
5019205000710,0,3.6500
5391507370051,0,6.2500
5391507370044,0,3.2900
5017601005230,0,1.6500
5031013101670,0,7.2900
9781853980862,0,15.6000
5031013102196,0,18.0000
5400313093655,0,1.4500
5030131018105,0,4.5900
5013665101475,0,1.7500
5000362001191,0,2.3900
4018639008317,0,19.5500
8711823075800,0,2.9900
5031013100925,0,17.3000
9004145003316,0,2.2500
7610313810024,0,5.3500
5391500434170,0,18.5500
7610313810048,0,5.3500
5037191001009,0,25.5000
5099536000641,0,3.1900
6410500046431,0,1.6500
5060088701218,0,4.0900
5099536000627,0,3.1900
5010219200059,0,4.3500
5391517053531,0,3.1900
5391517063523,0,11.2500
5013803901417,0,4.6900
0033984026841,0,18.5900
5060088701133,0,4.0900
5060088701171,0,4.0900
8000215204226,0,1.8900
9421900325931,0,15.6900
9780749925529,0,19.6500
5027556521129,0,2.6500
5391517063219,0,18.9900
0000000047001,0,4.6500
5391517053753,0,3.5600
0720516000010,0,3.3900
5060107771451,0,5.7500
5391517061116,0,1.9700
5391517050103,0,14.5900
5014653025018,0,2.1500
5032722300392,0,2.7900
5027393000146,0,2.5500
5013821100007,0,1.2900
5029354000516,0,9.2000
5026470333115,0,6.4900
5026470555050,0,9.1900
8427268070026,0,17.1000
5021265220076,0,6.0500
5019205001328,0,5.2500
5010219200004,0,2.8500
8714685000195,0,3.9900
0020188050116,0,3.7900
5011222772557,0,5.4900
5031102000013,0,3.3900
5031102000037,0,3.3900
4026813010513,0,2.3900
4026813110206,0,4.4500
5031102000143,0,3.9500
5024425168027,0,2.7500
0070177010706,0,2.7500
4012824528628,0,2.7500
5011766010191,0,3.7900
5024121402203,0,3.8500
5411188553342,0,1.7900
5411188080190,0,2.2500
5050665004979,0,1.8500
5391515090323,0,5.6900
5030131120075,0,3.1500
5060107331327,0,2.6900
5060107331365,0,2.6900
5060107331341,0,2.6900
0661176010240,0,11.9500
0076314300815,0,17.9500
0782126200150,0,2.1500
5021859020310,0,18.2500
50028900,0,8.8900
5055131126285,0,12.9500
0000000692202,0,3.3500
0000000000000000000000000,0,4.8500
5411188083108,0,1.1900
5709538150052,0,7.0500
5060088700679,0,1.5900
5060088700730,0,1.5900
5014312310103,0,5.1900
5012246285382,0,2.0900
4026813330062,0,4.4900
500048810529,0,10.5300
4030414000149,0,8.8500
5050665005051,0,1.8500
5022339189015,0,9.6000
5018190005144,0,2.3900
5391505430078,0,3.6500
5021991245510,0,22.0400
7610313807215,0,5.2000
5016786150001,0,6.2900
5012246110066,0,22.8900
5018076101144,0,45.8900
5012335120204,0,5.1500
000000000000000135,0,16.0500
63000009,0,4.1500
64000008,0,4.1500
5031013100024,0,16.9500
0084253333207,0,0.8500
25411386311601,0,0.0000
7610313404100,0,10.5000
0875385004208,0,6.5500
00582,0,0.0000
5391505430009,0,3.6500
4043571312802,0,1.7000
5032722308114,0,3.9900
5024425139324,0,2.5500
5055131126421,0,3.6500
9781856266550,0,13.9500
4004148059018,0,9.9500
5411188081722,0,2.4500
5024425167945,0,2.0900
5024121401206,0,3.7500
5411188081845,0,1.9900
0720516021190,0,2.7500
5055131126292,0,12.9500
4018639008270,0,21.2500
5000477007903,0,7.9900
5021554000372,0,5.4900
0075119150069,0,4.3900
0075119150052,0,4.3900
5060098300098,0,5.2900
5391517050615,0,3.2700
5031013101090,0,4.6000
5031013104800,0,8.8000
4062300277410,0,1.2900
4062300326422,0,1.3900
0758802100144,0,12.8000
5411188092636,0,0.6900
5028931046244,0,4.6500
5391500072990,0,9.4500
5391500072440,0,13.2100
50764211,0,20.6900
50230525,0,4.1500
5026236010434,0,1.1900
50392735,0,1.9900
6009644650323,0,29.3500
5031013100949,0,22.2000
5014213000646,0,5.2500
0065378343937,0,2.3500
0015794034919,0,6.6000
7391325333410,0,26.7000
4062300086845,0,11.2900
5391517063387,0,4.7000
50488841,0,7.2500
5391517052640,0,11.2500
9318690001612,0,12.3500
5032722302075,0,4.1500
7610313405404,0,45.0000
5390714000010,0,12.1900
4062300204416,0,1.2900
7610313303076,0,10.5000
5060074021894,0,15.9500
4062300076938,0,4.0500
5060116890457,0,1.6500
5060116890464,0,1.6500
4043571360070,0,1.7000
7610313303106,0,10.5000
7610313424559,0,2.3000
5018424000051,0,3.4900
5018424000068,0,2.9900
4062300203419,0,1.2900
5015672104814,0,11.0000
0033984010154,0,9.1500
3288131600130,0,0.9900
5024121875304,0,2.6500
5011766881074,0,2.3500
5021638000397,0,1.7500
5391515090446,0,5.6900
5391517063745,0,10.0900
5391517065220,0,6.6500
5030131003446,0,1.2900
5011682135206,0,4.9500
5019205000253,0,5.9500
5391517052398,0,10.2500
5014213001711,0,5.1500
9004145026230,0,3.2500
5031102000150,0,1.9900
5391500070866,0,23.9900
5017601026433,0,1.8500
5018076100772,0,35.7500
5390612000600,0,5.2500
5392000025608,0,5.8900
0033984026759,0,18.3500
5391517063516,0,24.2700
8711823195218,0,7.3900
5029220983035,0,10.5300
3578830112059,0,25.9500
0033984004009,0,9.6020
8711823049801,0,1.6500
5024121812200,0,2.9500
7610313303472,0,10.5000
9400501002106,0,3.9500
5017205000389,0,6.8900
5021554985907,0,4.4900
5010338029876,0,2.8500
6009644650453,0,29.2500
5065000523121,0,3.7500
5016084170558,0,3.1900
5060003593171,0,25.4000
5060003594703,0,10.3500
5060003592570,0,19.8000
5060003594635,0,21.0500
5013455080065,0,5.9500
5018076100871,0,3.1500
7610313303090,0,10.5000
5017601028697,0,58.5000
5012689000139,0,4.2900
5391518580000,0,5.9900
4026813330123,0,4.9900
5027437040183,0,40.4900
097467299597,0,28.6500
0720516020568,0,2.9900
5391517050646,0,20.4900
5022339375012,0,10.9000
5425000197850,0,2.6500
50488773,0,5.9900
5010338029883,0,2.8500
5391517062625,0,1.7600
5060073381722,0,4.3500
7610313807345,0,10.5000
